address,network,role,label,entity,cluster_id,risk_score,cases,in_inr,out_inr,tx_count,balance,token,first_seen,last_seen
bc1qakxkpm24320vh06k8dv4khafq53v0xdzlyx9v7,BTC,intermediary,Peel-chain change wallet,,CL-1018-B,61,RAAZ-26-1018,76488,76488,3,0.0,BTC,2026-09-20T20:48:00+05:30,2026-09-20T21:13:00+05:30
bc1q5566n8tqlvxfrttvuwa84zrscg7wrparfme5ch,BTC,suspect,Reported suspect wallet,,CL-1019-A,61,RAAZ-26-1019,18669864,18105747,10,0.059695,BTC,2026-09-13T16:58:00+05:30,2026-09-20T00:27:00+05:30
TeHsfyBGerRCcTbeujaV9oTVkHYnqW6MwL,TRON,suspect,Reported suspect wallet,,CL-1024-A,61,RAAZ-26-1024,1105236,1063251,10,474.93,USDT,2026-09-09T07:28:00+05:30,2026-09-15T19:53:00+05:30
0x452e1c4112fdf16e84809930e71b128338a1f061,BSC,suspect,Reported suspect wallet,,CL-1025-A,61,RAAZ-26-1025,10319805,10106455,13,3.4691,BNB,2026-09-05T10:35:00+05:30,2026-09-19T05:14:00+05:30
0x0caef3bb5f535e4ec67435add2a50df964934904,POLYGON,suspect,Reported suspect wallet,,CL-1030-A,61,RAAZ-26-1030,3114141,3019309,6,1072.78,USDT,2026-09-09T01:51:00+05:30,2026-09-11T22:56:00+05:30
TXwgXDdyv5JLjEDpv7nfEYnzwHqXPMSwGJ,TRON,intermediary,Layer-1 distribution wallet,,CL-1039-A,61,RAAZ-26-1039,603663,603663,2,0.0,USDT,2026-07-23T21:35:00+05:30,2026-07-23T22:39:00+05:30
TUtxcJwoKEQe4Fx2AoKQMWJHLS8V2ffbHp,TRON,intermediary,Layering wallet,,,61,RAAZ-26-1039,967391,967391,2,0.0,USDT,2026-07-24T02:55:00+05:30,2026-07-24T07:22:00+05:30
To5snh15KDiEd1KK9QAxYC6iETrM43bA7i,TRON,intermediary,Layer-1 distribution wallet,,CL-1039-A,61,RAAZ-26-1039,1083049,1083049,2,0.0,USDT,2026-07-23T21:33:00+05:30,2026-07-24T07:34:00+05:30
ThhwKWC3FXUQfWKXBiBWcW2R2cvsqbEcnV,TRON,intermediary,Layering wallet,,,61,RAAZ-26-1044,123359,123359,2,0.0,USDT,2026-09-18T13:09:00+05:30,2026-09-18T13:36:00+05:30
TQVS7hK2iNr3DyC3MckH9irYmU2bm6BrtX,TRON,intermediary,Peel-off wallet,,,61,RAAZ-26-1044,4897,0,1,55.4,USDT,2026-09-18T13:26:00+05:30,2026-09-18T13:26:00+05:30
TjtpTtCoqGQ1t6syKdicwUUgTAbJcwkGjx,TRON,intermediary,Peel-chain change wallet,,CL-1044-B,61,RAAZ-26-1044,41262,41262,3,0.0,USDT,2026-09-18T13:26:00+05:30,2026-09-18T13:37:00+05:30
Twj4gDFm8smpBQqJDU5wJumJPUDYGvp5Jm,TRON,intermediary,Peel-off wallet,,,61,RAAZ-26-1044,1949,0,1,22.05,USDT,2026-09-18T13:58:00+05:30,2026-09-18T13:58:00+05:30
0xe3b4abfbeda5737748964df3cf0c36b1b1d9c474,POLYGON,suspect,Reported suspect wallet,,CL-1045-A,61,RAAZ-26-1045,18932295,18525283,12,4604.2,USDT,2026-09-02T16:59:00+05:30,2026-09-10T12:26:00+05:30
TZd3kBbpDDF74D3ran7X37ymUV9koxjKnn,TRON,intermediary,Peel-off wallet,,,61,RAAZ-26-1050,2820,0,1,31.9,USDT,2026-08-13T13:24:00+05:30,2026-08-13T13:24:00+05:30
T3q66foSJmvCXh8SWUzyQ6RqP6Yvj3zZoU,TRON,intermediary,Layering wallet,,CL-SYN-02,61,RAAZ-26-1050,66826,66826,2,0.0,USDT,2026-08-12T15:13:00+05:30,2026-08-13T03:04:00+05:30
Tkny5nzcMb5EcUQ9XpjjJXEyxWBU4TnjJR,TRON,intermediary,Layering wallet,,,61,RAAZ-26-1053,5241945,5241945,2,0.0,USDT,2026-08-22T06:26:00+05:30,2026-08-22T06:43:00+05:30
TMvCR3e3zkXewkLinRwJikdh3DpTbtWUcw,TRON,intermediary,Layering wallet,,,61,RAAZ-26-1053,6601346,6601346,2,0.0,USDT,2026-08-22T06:44:00+05:30,2026-08-22T06:59:00+05:30
TifSd2hP6mxjDp9zH7AVCUmCJFVignpVnV,TRON,suspect,Reported suspect wallet,,CL-1002-A,60,RAAZ-26-1002,22741275,22404697,10,3807.45,USDT,2026-07-29T02:46:00+05:30,2026-08-04T05:28:00+05:30
TGN1zV4KLdVpvhoh42QeL95fnq6wnGGAuT,TRON,intermediary,Layering wallet,,,60,RAAZ-26-1003,196159,196159,2,0.0,USDT,2026-06-09T01:08:00+05:30,2026-06-09T10:37:00+05:30
T8Ugxk2S6R6ivdPU4xLjsaDoNeDSepu21Y,TRON,exchange_deposit,Zentra Global: deposit address (attributed),Zentra Global,,60,RAAZ-26-1003,689902,689902,2,0.0,USDT,2026-06-10T00:10:00+05:30,2026-06-10T01:26:00+05:30
TbBy9uUZt4xSvgeMohSTURpzMfTdv1K1Ps,TRON,intermediary,Layering wallet,,CL-1004-C,60,RAAZ-26-1004,6309622,6309622,2,0.0,USDT,2026-08-04T18:07:00+05:30,2026-08-04T18:09:00+05:30
THGNDQB2cY4UjGenAd9nCPdU8XMtHmm5f1,TRON,intermediary,Layering wallet,,,60,RAAZ-26-1005,381297,381297,2,0.0,USDT,2026-08-22T23:31:00+05:30,2026-08-23T00:32:00+05:30
T91cfkYrXn1juFqyo84pqv3Wv9YdxKEQdW,TRON,intermediary,Peel-off wallet,,,60,RAAZ-26-1005,61025,0,1,690.33,USDT,2026-08-23T05:22:00+05:30,2026-08-23T05:22:00+05:30
TACwvdgn5bq2mZnfyVN1o7UuMSRWHFubFz,TRON,intermediary,Peel-chain change wallet,,CL-1005-B,60,RAAZ-26-1005,506258,506257,3,0.0,USDT,2026-08-23T05:22:00+05:30,2026-08-23T07:20:00+05:30
T1JaHTVNfpng2uZxaLcHJ4E34NXw7RTz73,TRON,intermediary,Peel-chain change wallet,,CL-1005-B,60,RAAZ-26-1005,338914,338914,3,0.0,USDT,2026-08-23T22:55:00+05:30,2026-08-24T07:06:00+05:30
0x40c28c9a0d7004b3fdf603555eab1204ea491fe1,ETH,suspect,Reported suspect wallet,,CL-1006-A,60,RAAZ-26-1006,8688410,8463351,16,2547.36,USDC,2026-07-12T02:54:00+05:30,2026-07-26T12:25:00+05:30
T6axeTZnVKi6XQghNrWs6punRDnqkZnYny,TRON,intermediary,Peel-chain change wallet,,CL-1007-B,60,RAAZ-26-1007,53831,53831,3,0.0,USDT,2026-09-10T06:53:00+05:30,2026-09-10T16:17:00+05:30
T2y4J6YhRnXKADUjZfFr1gxBwV7ue9N8ML,TRON,intermediary,Layering wallet,,CL-SYN-01,60,RAAZ-26-1009,1337746,1337746,2,0.0,USDT,2026-06-12T21:21:00+05:30,2026-06-13T01:55:00+05:30
0xd575e1afca8451a9136dba2c7c7def8c13657b00,ETH,intermediary,Layer-1 distribution wallet,,CL-1010-A,60,RAAZ-26-1010,3375190,3375190,2,0.0,USDT,2026-07-25T22:56:00+05:30,2026-07-25T23:04:00+05:30
bc1qace8l08m5eyh2vkwpum2ktvxa2q2nsppfvw9wg,BTC,intermediary,Peel-chain change wallet,,CL-1018-B,60,RAAZ-26-1018,93234,93243,3,0.0,BTC,2026-09-20T19:58:00+05:30,2026-09-20T20:17:00+05:30
bc1q0pgzq7884ul09hyyrs4ekrgrvzanxq0qfrp0g4,BTC,intermediary,Layer-1 distribution wallet,,CL-1018-A,60,RAAZ-26-1018,75326,75326,2,0.0,BTC,2026-09-20T19:46:00+05:30,2026-09-20T20:14:00+05:30
TzRMJBjTkpb4ueMbJq7rb4b5uLpdFL3doU,TRON,suspect,Reported suspect wallet,,CL-1034-A,60,RAAZ-26-1034,1712831,1711035,11,20.32,USDT,2026-08-25T10:18:00+05:30,2026-08-29T08:18:00+05:30
TPqsGHF76Ba3UfQhzhb5GugXBLSjfSxVT3,TRON,intermediary,Layering wallet,,,60,RAAZ-26-1044,87318,87318,2,0.0,USDT,2026-09-18T12:41:00+05:30,2026-09-18T12:56:00+05:30
TaKQBdmDtcTEyVy1p4EZeiSxptEY7foRXy,TRON,intermediary,Peel-chain change wallet,,CL-1044-B,60,RAAZ-26-1044,52198,52198,3,0.0,USDT,2026-09-18T13:02:00+05:30,2026-09-18T13:10:00+05:30
bc1q4wfqdsk39puy4cp3wm490cjnueemz77d0g5a67,BTC,suspect,Reported suspect wallet,,CL-1046-A,60,RAAZ-26-1046,170591,167493,11,0.000328,BTC,2026-09-06T04:24:00+05:30,2026-09-15T14:42:00+05:30
TGn1BAmYtW1wwaKhV6TCa4mSxzu8p6z7Vq,TRON,exchange_deposit,Halcyon Swap: deposit address (attributed),Halcyon Swap,,60,RAAZ-26-1053,18372435,18372435,2,0.0,USDT,2026-08-22T07:17:00+05:30,2026-08-22T08:26:00+05:30
TBSUkMmHi6gUDTozPzwqhttWNnebgAQo6E,TRON,intermediary,Layer-1 distribution wallet,,CL-1054-A,60,RAAZ-26-1054,105655,105655,2,0.0,USDT,2026-09-21T06:34:00+05:30,2026-09-21T09:24:00+05:30
TjxF6WccSukecPMjnj97jk5rLUmotrPjEX,TRON,intermediary,Layering wallet,,CL-SYN-02,60,RAAZ-26-1054,105655,105655,2,0.0,USDT,2026-09-21T09:24:00+05:30,2026-09-21T17:14:00+05:30
0xcf9436c9c654995b72405c860df44ad6cb4cb1ce,POLYGON,suspect,Reported suspect wallet,,CL-1056-A,60,RAAZ-26-1056,503933,497124,9,160.21,POL,2026-08-07T14:00:00+05:30,2026-08-14T14:18:00+05:30
TdKWYhKYhUuPEmxeXUcyKMXDcdSYnSWnCh,TRON,intermediary,Layer-1 distribution wallet,,CL-1059-A,60,RAAZ-26-1059,2696595,2696595,2,0.0,USDT,2026-09-14T00:31:00+05:30,2026-09-14T00:46:00+05:30
Tyf9V718X3AmX3S4YjVBRF3KzwKpzWFdT3,TRON,intermediary,Layering wallet,,CL-1004-C,59,RAAZ-26-1004,14907580,14907580,2,0.0,USDT,2026-08-04T18:54:00+05:30,2026-08-04T19:19:00+05:30
TKeFPB4Y2g5ar6bDajvK4XXearDvyiZzvD,TRON,intermediary,Layer-1 distribution wallet,,CL-1004-A,59,RAAZ-26-1004,6519448,6519448,2,0.0,USDT,2026-08-04T18:12:00+05:30,2026-08-04T18:23:00+05:30
ToFvrf6VMKhSB37S5cKpobbMZWbnxn6SR8,TRON,intermediary,Layering wallet,,,59,RAAZ-26-1009,1337746,1337746,2,0.0,USDT,2026-06-12T03:30:00+05:30,2026-06-12T10:56:00+05:30
TFSv7WN6qVXiHNTF75tjbaKRCxAJ5pGji7,TRON,intermediary,Layering wallet,,,59,RAAZ-26-1009,2529093,2529093,2,0.0,USDT,2026-06-12T11:18:00+05:30,2026-06-12T15:18:00+05:30
TGa7QThKYNnp5A3qDxFTTjQbA1CjorG2Ew,TRON,intermediary,Layering wallet,,,59,RAAZ-26-1009,2726787,2726787,2,0.0,USDT,2026-06-12T09:22:00+05:30,2026-06-12T19:21:00+05:30
0xa9a12c1824ae0357aa9b5503d196ab324e6bc109,ETH,intermediary,Layering wallet,,,59,RAAZ-26-1010,3375190,3375190,2,0.0,USDT,2026-07-25T23:08:00+05:30,2026-07-25T23:25:00+05:30
TD5dsuRfsnyGGRpaxUmgK1UcP7xDMjkKFe,TRON,consolidation,Consolidation wallet,,CL-1016-C,59,RAAZ-26-1016,177418,165727,4,132.26,USDT,2026-09-11T17:54:00+05:30,2026-09-11T18:42:00+05:30
TWssiBJJe9RD1QkDSRmp6UH76b7krJJMgY,TRON,consolidation,Consolidation wallet,,CL-1020-C,59,RAAZ-26-1020,469913,450644,4,217.97,USDT,2026-09-21T01:26:00+05:30,2026-09-21T02:08:00+05:30
T2FFPVjR9khsjZ2aCitT2zmzKZSivjgguh,TRON,consolidation,Consolidation wallet,,CL-1036-C,59,RAAZ-26-1036,1895194,1838293,2,643.68,USDT,2026-09-21T16:45:00+05:30,2026-09-21T17:10:00+05:30
Tu6kQYkgmEnmRz3B6Dsbmgwu9R5EWucLL5,TRON,intermediary,Layering wallet,,,59,RAAZ-26-1037,2563387,2563387,2,0.0,USDT,2026-08-11T18:59:00+05:30,2026-08-11T19:16:00+05:30
TA12sHKd7oiL9veJcnxUYgwUdHN85nkKBg,TRON,intermediary,Layer-1 distribution wallet,,CL-1039-A,59,RAAZ-26-1039,967391,967391,2,0.0,USDT,2026-07-23T21:19:00+05:30,2026-07-24T02:55:00+05:30
TDxPgcdtW8wjxXsSKiKkLiWfMFgyiUZYZA,TRON,intermediary,Layering wallet,,CL-SYN-02,59,RAAZ-26-1039,674589,674589,2,0.0,USDT,2026-07-24T16:59:00+05:30,2026-07-25T04:31:00+05:30
0xfedcdf78b500b8cfec85ec006dd0b3b620f3be2c,BSC,intermediary,Layering wallet,,,59,RAAZ-26-1040,41015,41015,2,0.0,USDT,2026-08-29T22:13:00+05:30,2026-08-29T22:17:00+05:30
Tm2ikPTcGkdGD3tRVBzYXsnrexNxNrWBq5,TRON,intermediary,Peel-chain change wallet,,CL-1044-B,59,RAAZ-26-1044,58810,58810,3,0.0,USDT,2026-09-18T12:48:00+05:30,2026-09-18T13:02:00+05:30
TRKA38DXTogA5NNgN4qk2X7muDRnBaVCmh,TRON,intermediary,Layer-1 distribution wallet,,CL-1050-A,59,RAAZ-26-1050,66826,66826,2,0.0,USDT,2026-08-12T06:36:00+05:30,2026-08-12T09:16:00+05:30
TZabo16aiWUegFiPH975GsVKKcGrewLpRy,TRON,intermediary,Layer-1 distribution wallet,,CL-1054-A,59,RAAZ-26-1054,122607,122607,2,0.0,USDT,2026-09-21T06:50:00+05:30,2026-09-21T14:04:00+05:30
TiUCoELmHiECdzJkLPwU12tJ6mrMZtPM7Z,TRON,intermediary,Layering wallet,,CL-SYN-02,59,RAAZ-26-1054,122607,122607,2,0.0,USDT,2026-09-22T11:12:00+05:30,2026-09-22T19:54:00+05:30
TvXFUiQSD3gBfMQW6QMByXhrCYgkFgr5gL,TRON,intermediary,Layering wallet,,CL-SYN-02,58,RAAZ-26-1003,134527,134527,2,0.0,USDT,2026-06-09T05:20:00+05:30,2026-06-09T14:42:00+05:30
TwYWvkCvC4ELhHE3aqZB3KbkscZKdZS2Hz,TRON,intermediary,Layering wallet,,CL-1004-C,58,RAAZ-26-1004,6519448,6519448,2,0.0,USDT,2026-08-04T18:23:00+05:30,2026-08-04T18:41:00+05:30
TpvE4K1geFBSPfGjgYqe1VW3vgqAWNJk49,TRON,intermediary,Peel-off wallet,,,58,RAAZ-26-1007,5133,0,1,58.07,USDT,2026-09-10T16:17:00+05:30,2026-09-10T16:17:00+05:30
0xeb52910113131a0e2f532b4af092bef3c908f7c6,ETH,intermediary,Layering wallet,,CL-SYN-04,58,RAAZ-26-1010,3178982,3178982,2,0.0,USDT,2026-07-25T23:43:00+05:30,2026-07-25T23:54:00+05:30
bc1qtkrjsxt2pwrdkzjzuea63t0l42pvu9dh5mpw3c,BTC,intermediary,Layer-1 distribution wallet,,CL-1018-A,58,RAAZ-26-1018,85891,85891,2,0.0,BTC,2026-09-20T19:46:00+05:30,2026-09-20T19:52:00+05:30
bc1qjyqqtfgvrhzh2wg04ryltz2tyqr20nr0779dap,BTC,intermediary,Peel-off wallet,,,58,RAAZ-26-1018,5226,0,1,0.000553,BTC,2026-09-20T20:17:00+05:30,2026-09-20T20:17:00+05:30
TXyNnXz8YSaf8kTgLtu8u7uCzHrzsvMMnj,TRON,intermediary,Layer-1 distribution wallet,,CL-1037-A,58,RAAZ-26-1037,6301332,6301332,2,0.0,USDT,2026-08-11T18:17:00+05:30,2026-08-11T18:31:00+05:30
T4ktHWVwJhtTH8gApNVS7jNCeNeiok36PQ,TRON,intermediary,Layering wallet,,,58,RAAZ-26-1039,1083049,1083049,2,0.0,USDT,2026-07-24T12:41:00+05:30,2026-07-24T23:43:00+05:30
Tbgwh7kt4bhsHhSoWyfkVMk8XB95x3pirP,TRON,exchange_deposit,Lotus Chain Exchange: deposit address (attributed),Lotus Chain Exchange,,58,RAAZ-26-1039,6144246,6144246,2,0.0,USDT,2026-07-25T12:33:00+05:30,2026-07-25T13:01:00+05:30
TtoA5FepmKVEik5d4HdhuJCZUKkrkVBBwV,TRON,suspect,Reported suspect wallet,,CL-1043-A,58,RAAZ-26-1043,7499567,7273608,12,2556.1,USDT,2026-08-21T18:52:00+05:30,2026-09-07T00:03:00+05:30
0x64bc3a428e3ceff0d58adbcb452dfc56f3dd3d18,POLYGON,intermediary,Layering wallet,,,58,RAAZ-26-1052,11922642,11922642,2,0.0,POL,2026-09-20T22:28:00+05:30,2026-09-21T03:53:00+05:30
0xca18f47b7cab388bf2e49765ad098ed4a141a465,POLYGON,intermediary,Layering wallet,,,58,RAAZ-26-1052,12418340,12418340,2,0.0,POL,2026-09-20T21:58:00+05:30,2026-09-21T05:27:00+05:30
0x6dae6c90e2218885d650de5c92e6ca39712a72b6,POLYGON,intermediary,Layering wallet,,,58,RAAZ-26-1052,7261615,7261615,2,0.0,POL,2026-09-20T15:20:00+05:30,2026-09-21T02:26:00+05:30
0x39bb64f691daedf58b7c1a9acf94d1092f433eff,POLYGON,intermediary,Layering wallet,,,58,RAAZ-26-1052,7261615,7261615,2,0.0,POL,2026-09-21T11:50:00+05:30,2026-09-21T19:12:00+05:30
T3QmFHAKS5y6LStj8KjEiTqiHbRvMukB5H,TRON,intermediary,Layering wallet,,,58,RAAZ-26-1053,6601346,6601346,2,0.0,USDT,2026-08-22T06:25:00+05:30,2026-08-22T06:44:00+05:30
TgHNXQ62eAzN3UGwkKAzLwx6LWgbMFBEEF,TRON,exchange_deposit,Lotus Chain Exchange: deposit address (attributed),Lotus Chain Exchange,,58,RAAZ-26-1055,2078843,2078843,2,0.0,USDT,2026-09-22T01:36:00+05:30,2026-09-22T02:25:00+05:30
THVWgfS3585pU9Y7d64cvd5e4Gki4qrmtb,TRON,intermediary,Layering wallet,,,57,RAAZ-26-1003,163723,163723,2,0.0,USDT,2026-06-08T22:34:00+05:30,2026-06-09T08:42:00+05:30
TzTKCpbseyixGfQcceZ4SaT6nFHVAKE6Yx,TRON,intermediary,Layering wallet,,,57,RAAZ-26-1003,163723,163723,2,0.0,USDT,2026-06-09T08:42:00+05:30,2026-06-09T10:49:00+05:30
TGymjkXZSw22Ev3dgMHB5z2mqLWCL4Qrag,TRON,intermediary,Layering wallet,,CL-1004-C,57,RAAZ-26-1004,7663795,7663795,2,0.0,USDT,2026-08-04T18:20:00+05:30,2026-08-04T18:23:00+05:30
TzUKhc7xBEB42JuPxM23NcUZa1PjBwujns,TRON,intermediary,Layering wallet,,,57,RAAZ-26-1004,6644026,6644026,2,0.0,USDT,2026-08-04T18:03:00+05:30,2026-08-04T18:26:00+05:30
TQ2bBK4499n4cHFnRQHYUyJqxhT6Sky6rg,TRON,intermediary,Layering wallet,,CL-SYN-01,57,RAAZ-26-1009,1768181,1768181,2,0.0,USDT,2026-06-12T05:37:00+05:30,2026-06-12T08:00:00+05:30
TWogNzqFcoPySEcXrgwPpEauQo4xYPdEAd,TRON,intermediary,Layer-1 distribution wallet,,CL-1009-A,57,RAAZ-26-1009,2529093,2529093,2,0.0,USDT,2026-06-11T23:08:00+05:30,2026-06-12T01:51:00+05:30
0x4e9d3db5fa754da5756657c413d598e5773b7184,ETH,intermediary,Layer-1 distribution wallet,,CL-1010-A,57,RAAZ-26-1010,3621065,3621065,2,0.0,USDT,2026-07-25T22:57:00+05:30,2026-07-25T23:02:00+05:30
T7mmCQsX2FHoKg5dBrJSFwM1QeXQXZGDAK,TRON,intermediary,Layer-1 distribution wallet,,CL-1011-A,57,RAAZ-26-1011,5432992,5432992,2,0.0,USDT,2026-08-12T18:28:00+05:30,2026-08-12T18:52:00+05:30
0xcb7190ffa4fcef7bb52cdb5deb8526a20e309839,ETH,intermediary,Layering wallet,,CL-SYN-04,57,RAAZ-26-1013,37924,37924,2,0.0,USDT,2026-09-22T08:10:00+05:30,2026-09-22T17:16:00+05:30
bc1qqptuvsr5tgagc36ndjrk7a972j7deltrk3l280,BTC,intermediary,Layer-1 distribution wallet,,CL-1018-A,57,RAAZ-26-1018,42194,42194,2,0.0,BTC,2026-09-20T19:46:00+05:30,2026-09-20T20:02:00+05:30
To6mQqERJXbqN3JQpMzrnWr7DQ8pM9btNc,TRON,intermediary,Layering wallet,,,57,RAAZ-26-1023,177353,177353,2,0.0,USDT,2026-09-06T13:29:00+05:30,2026-09-07T00:50:00+05:30
TWevHChswZo6DCaknQfT5haPK6dowH4zsW,TRON,intermediary,Layering wallet,,CL-SYN-01,57,RAAZ-26-1037,1873580,1873580,2,0.0,USDT,2026-08-11T19:06:00+05:30,2026-08-11T19:19:00+05:30
T5DTbLhX7viBZeYAHJ9L3EFfMUr6K65jjk,TRON,suspect,Reported suspect wallet,,CL-1038-A,57,RAAZ-26-1038,120060,115497,7,51.61,USDT,2026-08-11T08:46:00+05:30,2026-08-20T05:56:00+05:30
0x1938b33da765466e0cc9073deff328b2f75b4cd3,BSC,intermediary,Layer-1 distribution wallet,,CL-1040-A,57,RAAZ-26-1040,51740,51740,2,0.0,USDT,2026-08-29T21:31:00+05:30,2026-08-29T21:43:00+05:30
0xedb12d9ed40c795390d357120b4b751b134e173f,ETH,intermediary,Layering wallet,,,57,RAAZ-26-1047,377712,377712,2,0.0,ETH,2026-09-04T13:23:00+05:30,2026-09-05T00:28:00+05:30
TBjTg1C2U65NMm1Mz9dWM7E7tusHAdMQYT,TRON,intermediary,Layer-1 distribution wallet,,CL-1053-A,57,RAAZ-26-1053,5241945,5241945,2,0.0,USDT,2026-08-22T06:06:00+05:30,2026-08-22T06:26:00+05:30
TjM2zfDsHZR5q1UM4NLVjneBVuLu3oHhbd,TRON,intermediary,Layer-1 distribution wallet,,CL-1004-A,56,RAAZ-26-1004,14907580,14907580,2,0.0,USDT,2026-08-04T17:53:00+05:30,2026-08-04T18:17:00+05:30
Tb9rGtS6cL9NstJejw35HX5Wm3cs55KGT9,TRON,intermediary,Layering wallet,,,56,RAAZ-26-1004,14907580,14907580,2,0.0,USDT,2026-08-04T18:17:00+05:30,2026-08-04T18:31:00+05:30
TyRyYc1wLfcoCyjVucresUXis5giah7p1S,TRON,intermediary,Peel-chain change wallet,,CL-1007-B,56,RAAZ-26-1007,44503,44503,3,0.0,USDT,2026-09-10T23:29:00+05:30,2026-09-11T07:57:00+05:30
TwQWGXCoEPhZkR8vx1UZiuei1mSKZtNcAY,TRON,exchange_deposit,Quasar Exchange: deposit address (attributed),Quasar Exchange,,56,RAAZ-26-1009,8290866,8290866,2,0.0,USDT,2026-06-13T03:03:00+05:30,2026-06-13T03:25:00+05:30
0xa2e84658a4eec8b9986b41edb264883e7a5798dd,ETH,intermediary,Layering wallet,,,56,RAAZ-26-1010,3178982,3178982,2,0.0,USDT,2026-07-25T22:59:00+05:30,2026-07-25T23:19:00+05:30
ToVTfG9xNoDL4yLqUHdCddmEbywseSEFb7,TRON,intermediary,Layering wallet,,,56,RAAZ-26-1011,5432992,5432992,2,0.0,USDT,2026-08-12T18:52:00+05:30,2026-08-12T19:13:00+05:30
0x8f2ddf8338198b6e7cef6107ea398027bf322a2c,ETH,intermediary,Layer-1 distribution wallet,,CL-1013-A,56,RAAZ-26-1013,27144,27144,2,0.0,USDT,2026-09-22T05:34:00+05:30,2026-09-22T18:54:00+05:30
bc1qac3fjw4eaezlh6mjwq2sg3u7jjveytcuzlh7ag,BTC,intermediary,Layering wallet,,,56,RAAZ-26-1018,85891,85891,2,0.0,BTC,2026-09-20T20:20:00+05:30,2026-09-20T20:25:00+05:30
bc1qmu2jljks7uthh5u3ny3zhla8dfclqn9z7ahfkh,BTC,intermediary,Peel-off wallet,,,56,RAAZ-26-1018,6048,0,1,0.00064,BTC,2026-09-20T21:13:00+05:30,2026-09-20T21:13:00+05:30
bc1qvap48vfzyfczzfpu52tls3vt5qnyxm4rr6h65f,BTC,intermediary,Peel-off wallet,,,56,RAAZ-26-1019,202532,0,1,0.021432,BTC,2026-09-20T23:14:00+05:30,2026-09-20T23:14:00+05:30
0x29b35d781cf01f22c454eb0798b3a555c21145d5,BSC,suspect,Reported suspect wallet,,CL-1021-A,56,RAAZ-26-1021,1169720,1138014,14,358.67,USDT,2026-09-03T01:28:00+05:30,2026-09-16T07:43:00+05:30
TW3LewQ4JeC5Lo8zb52LfNC85UTwZXRqtT,TRON,intermediary,Layer-1 distribution wallet,,CL-1024-A,56,RAAZ-26-1024,302427,302427,2,0.0,USDT,2026-09-15T19:53:00+05:30,2026-09-15T20:06:00+05:30
TMYksFfv7CycHrTo6n3LtqkQkfhgAyutr5,TRON,intermediary,Layering wallet,,,56,RAAZ-26-1024,302427,302427,2,0.0,USDT,2026-09-15T20:06:00+05:30,2026-09-15T20:17:00+05:30
TgKK9LEUMMovi6sm9dfpnzH2M2fAM3CkCd,TRON,intermediary,Layer-1 distribution wallet,,CL-1024-A,56,RAAZ-26-1024,346127,346127,2,0.0,USDT,2026-09-15T19:33:00+05:30,2026-09-15T19:37:00+05:30
0xd6170b38d4700d789136801a5e0f12785698d13c,POLYGON,intermediary,Layering wallet,,CL-1030-C,56,RAAZ-26-1030,3019309,3019309,2,0.0,USDT,2026-09-11T23:06:00+05:30,2026-09-11T23:32:00+05:30
TYWFbeFG9uFBtYfMVcvATnVhECtycTusVY,TRON,intermediary,Layer-1 distribution wallet,,CL-1039-A,56,RAAZ-26-1039,674589,674589,2,0.0,USDT,2026-07-23T21:26:00+05:30,2026-07-24T05:37:00+05:30
TR4cHHKWVsMRSXQteKHDYUkZh1eJmTKpc3,TRON,exchange_deposit,Halcyon Swap: deposit address (attributed),Halcyon Swap,,56,RAAZ-26-1044,313196,313196,2,0.0,USDT,2026-09-18T14:26:00+05:30,2026-09-18T15:09:00+05:30
0xb6070332656f137baf748499f1ecebad534654ab,ETH,intermediary,Peel-off wallet,,,56,RAAZ-26-1047,16608,0,1,0.04856,ETH,2026-09-05T11:49:00+05:30,2026-09-05T11:49:00+05:30
0x49e38b14cbc7fdd91fa7aa6cb9e9d40d13d494e1,POLYGON,intermediary,Layer-1 distribution wallet,,CL-1052-A,56,RAAZ-26-1052,7261615,7261615,2,0.0,POL,2026-09-20T12:13:00+05:30,2026-09-20T15:20:00+05:30
TPU1vqKYG6GLaLX8jyj5U2nVk8gvdnvKJy,TRON,intermediary,Layering wallet,,,55,RAAZ-26-1002,4229309,4229309,2,0.0,USDT,2026-08-04T09:56:00+05:30,2026-08-04T13:46:00+05:30
Te5RueNhVd6Jwxbf7ReqL18R2EGTiQebiq,TRON,intermediary,Layer-1 distribution wallet,,CL-1003-A,55,RAAZ-26-1003,87469,87469,2,0.0,USDT,2026-06-08T21:50:00+05:30,2026-06-08T23:44:00+05:30
T8paNYE76XNzsWEUJgeAd2UeaHUESBPWJ6,TRON,intermediary,Layering wallet,,CL-SYN-02,55,RAAZ-26-1003,87469,87469,2,0.0,USDT,2026-06-09T03:45:00+05:30,2026-06-09T15:19:00+05:30
TKwswoeHaQGgJZgbj5RxTzvpJTDnWqzv62,TRON,intermediary,Layer-1 distribution wallet,,CL-1007-A,55,RAAZ-26-1007,61623,61623,3,0.0,USDT,2026-09-10T04:59:00+05:30,2026-09-10T06:53:00+05:30
0x8a0b5a40bde301db7179dd45e3972448a007acfe,BSC,intermediary,Layering wallet,,,55,RAAZ-26-1008,1595279,1595279,2,0.0,BNB,2026-08-06T06:15:00+05:30,2026-08-06T06:18:00+05:30
